attendance,is_federal_holiday,venue,on_grass,temperature,wind_speed,team1_name,team1_pre_win,team1_pre_loss,team1_pre_win_pct,team1_streak,team2_name,team2_pre_win,team2_pre_loss,team2_pre_win_pct,team2_streak,salary-500-800,salary-800-1500,salary-1500,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,month_April,month_August,month_July,month_June,month_March,month_May,month_November,month_October,month_September,weather_Cloudy,weather_Drizzle,weather_In Dome,weather_Overcast,weather_Rain,weather_Sunny,season_type,season,home_team_avg_att_last_year,start_hour,start_hour_label_afternoon,start_hour_label_evening,start_hour_label_night,start_hour_label_noon,game_page_url,start_time,previous_5_to_10MA,lle1,lle2
11756,0,Comerica Park,1,1.271455836821636,-0.0930896767182867,MIN,-0.4778105757982901,-0.8388962967638806,0.5918367346938775,-0.3786444784385669,DET,-0.9116786339446789,-0.4733648014941383,0.3829787234042553,0.7268052032932852,-0.2406566794449572,-1.0828654206859984,-1.4727357866982391,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,regular,2022,-1.452464770887793,13,0,0,0,1,https://www.baseball-reference.com/boxes/DET/DET202205311.shtml,2022-05-31 13:10:00,14628.8,0.007585651361018128,0.0014007512630886446
10519,0,Progressive Field,1,1.554581006830011,-0.0930896767182867,KCR,-0.9927179853402732,-0.3903066025663996,0.3404255319148936,-0.7649071780096691,CLE,-0.8324987473495417,-0.6773698211751125,0.4545454545454545,0.3344646910007815,-1.7017439910677297,-1.5151941458939897,-1.4727357866982391,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,-1.0356102453905314,18,0,1,0,0,https://www.baseball-reference.com/boxes/CLE/CLE202205310.shtml,2022-05-31 18:10:00,17546.0,0.008469504007623793,0.00041325321755776085
12686,0,Chase Field,0,2.0264562901773027,0.6988744996265769,ATL,-0.7154601494330516,-0.5942110090198001,0.4693877551020408,-0.3786444784385669,ARI,-0.674138974159267,-0.5957678133027228,0.48,0.3344646910007815,-0.7276857833192146,0.2141207549379757,-0.7054448817350786,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,regular,2022,-0.4751909983918569,18,0,1,0,0,https://www.baseball-reference.com/boxes/ARI/ARI202205310.shtml,2022-05-31 18:40:00,21108.6,0.007538407666902329,0.009132598068364459
3469,0,RingCentral Coliseum,1,-0.3329201265591552,1.0948565877990089,HOU,-0.3985940512533697,-0.9204580593452406,0.6326530612244898,0.7801436202747395,OAK,-0.8324987473495417,-0.3917627936217487,0.392156862745098,-0.4502163335842259,-1.214714887193472,-0.2182079702700156,-1.089090334216659,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,-1.2133747208165873,18,0,1,0,0,https://www.baseball-reference.com/boxes/OAK/OAK202205310.shtml,2022-05-31 18:40:00,11613.8,0.008557247158041636,0.00041664461728256705
33418,0,Busch Stadium III,1,1.3658308934910943,0.6988744996265769,SDP,-0.4382023135258299,-0.9204580593452406,0.625,-0.3786444784385669,STL,-0.5553691442665611,-0.7997728329836968,0.5625,0.3344646910007815,0.2463724244293002,-1.9475228711019807,1.2127823806728228,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,regular,2022,1.6608288029011082,18,0,1,0,0,https://www.baseball-reference.com/boxes/SLN/SLN202205310.shtml,2022-05-31 18:45:00,40783.2,0.009061514137274577,0.007190541859859058
20927,0,Citizens Bank Park,1,1.8377061768383856,0.6988744996265769,SFG,-0.5966353626156709,-0.7981154154732004,0.5531914893617021,0.7801436202747395,PHI,-0.792908804051973,-0.5141658054303332,0.4285714285714285,-1.6272378704617372,-0.7276857833192146,-0.650536695478007,0.0618460232280819,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,regular,2022,0.4649157741698605,18,0,1,0,0,https://www.baseball-reference.com/boxes/PHI/PHI202205310.shtml,2022-05-31 18:45:00,34004.6,0.00016748102449678972,0.008012112192677171
31242,0,Yankee Stadium III,1,1.4602059501605529,-0.0930896767182867,LAA,-0.5570271003432107,-0.7573345341825204,0.5510204081632653,-1.923695276722976,NYY,-0.3178294844811493,-1.0445788566008658,0.6875,-0.8425568458767296,-0.2406566794449572,-1.0828654206859984,-0.3217994292534983,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,1.5141799502318507,19,0,1,0,0,https://www.baseball-reference.com/boxes/NYA/NYA202205310.shtml,2022-05-31 19:05:00,40247.6,0.005202005462085019,0.00018358063283781755
16317,0,Globe Life Field,0,-0.1441700132202385,-1.4790269853217983,TBR,-0.5174188380707504,-0.8388962967638806,0.5833333333333334,-0.3786444784385669,TEX,-0.7137289174568358,-0.6773698211751125,0.4893617021276595,0.3344646910007815,-0.7276857833192146,-1.9475228711019807,-1.4727357866982391,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,regular,2022,-0.4791870529334436,19,0,1,0,0,https://www.baseball-reference.com/boxes/TEX/TEX202205310.shtml,2022-05-31 19:05:00,25278.8,0.008369476313055567,-0.00021366059445716132
30596,0,Wrigley Field,1,1.082705723482719,1.0948565877990089,MIL,-0.3589857889809094,-0.9204580593452406,0.64,1.1664063198458416,CHC,-0.8720886906471103,-0.4733648014941383,0.3958333333333333,-1.2348973581692333,-1.7017439910677297,-1.0828654206859984,-1.089090334216659,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,regular,2022,1.0485112689945344,19,0,1,0,0,https://www.baseball-reference.com/boxes/CHN/CHN202205310.shtml,2022-05-31 19:05:00,35448.2,0.009920621149813872,-0.0031209413198139773
8074,0,Oriole Park at Camden Yards,1,1.7433311201689277,-1.2810359412355825,SEA,-0.8342849362504323,-0.5126492464384399,0.4166666666666667,-0.3786444784385669,BAL,-0.792908804051973,-0.4733648014941383,0.42,0.3344646910007815,-0.2406566794449572,-1.5151941458939897,-2.2400266916614,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,-1.7638318890761924,19,0,1,0,0,https://www.baseball-reference.com/boxes/BAL/BAL202205310.shtml,2022-05-31 19:05:00,11894.2,0.008364510557042975,4.562455653284184e-06
25424,0,Rogers Centre,0,0.6108304401354279,1.0948565877990089,CHW,-0.7154601494330516,-0.7165536528918403,0.5,0.3938809207036373,TOR,-0.5553691442665611,-0.8405738369198916,0.574468085106383,1.9038267401707964,-1.214714887193472,-1.0828654206859984,-0.7054448817350786,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,regular,2022,-1.0872512346689631,19,0,1,0,0,https://www.baseball-reference.com/boxes/TOR/TOR202205310.shtml,2022-05-31 19:07:00,19166.0,0.00912690528799287,0.00020932726755983048
12122,0,Comerica Park,1,1.3658308934910943,0.6988744996265769,MIN,-0.4382023135258299,-0.8388962967638806,0.6,0.3938809207036373,DET,-0.9116786339446789,-0.4325637975579435,0.375,-0.4502163335842259,-0.2406566794449572,-1.5151941458939897,-1.85638123917982,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,-1.452464770887793,19,0,1,0,0,https://www.baseball-reference.com/boxes/DET/DET202205312.shtml,2022-05-31 19:10:00,14983.0,0.00799124206309015,0.001125623518886373
25263,0,Citi Field,1,1.4602059501605529,-0.2910807208045027,WSN,-0.9135014607953528,-0.3495257212757195,0.36,-0.3786444784385669,NYM,-0.3178294844811493,-0.962976848728476,0.66,1.5114862278782928,0.7334015283035576,-0.650536695478007,-0.7054448817350786,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,0.0609309396493819,19,0,1,0,0,https://www.baseball-reference.com/boxes/NYN/NYN202205310.shtml,2022-05-31 19:10:00,24419.0,0.008187696815241252,-0.00039937441568373117
28577,0,Fenway Park,1,-1.6541709199315715,0.8968655437127928,CIN,-0.9927179853402732,-0.3903066025663996,0.3404255319148936,-0.3786444784385669,BOS,-0.7137289174568358,-0.5957678133027228,0.4693877551020408,-0.4502163335842259,-0.7276857833192146,-1.5151941458939897,-0.3217994292534983,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,regular,2022,0.7636367337232064,19,0,1,0,0,https://www.baseball-reference.com/boxes/BOS/BOS202205310.shtml,2022-05-31 19:10:00,35132.0,0.005479899454022541,0.0001718260339454654
52686,0,Dodger Stadium,1,1.082705723482719,-0.4890717648907186,PIT,-0.8342849362504323,-0.5534301277291199,0.425531914893617,0.3938809207036373,LAD,-0.3178294844811493,-1.0445788566008658,0.6875,-0.4502163335842259,-0.7276857833192146,-1.0828654206859984,-0.3217994292534983,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,regular,2022,2.4452943334903248,19,0,1,0,0,https://www.baseball-reference.com/boxes/LAN/LAN202205310.shtml,2022-05-31 19:10:00,47919.4,0.005318250557785689,0.004379640884154784
34268,0,Busch Stadium III,1,0.044580100118678,-0.6870628089769346,SDP,-0.4382023135258299,-0.8796771780545606,0.6122448979591837,-0.7649071780096691,STL,-0.5157792009689925,-0.7997728329836968,0.5714285714285714,0.7268052032932852,-0.2406566794449572,-1.9475228711019807,0.0618460232280819,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,regular,2022,1.6608288029011082,12,0,0,0,1,https://www.baseball-reference.com/boxes/SLN/SLN202206010.shtml,2022-06-01 12:15:00,40655.0,0.009612838273543504,-0.0007923493751754814
5189,0,RingCentral Coliseum,1,-0.3329201265591552,0.1049013673679291,HOU,-0.3589857889809094,-0.9204580593452406,0.64,1.1664063198458416,OAK,-0.8324987473495417,-0.3509617896855539,0.3846153846153846,-0.8425568458767296,-2.188773094941987,-0.2182079702700156,-1.089090334216659,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-1.2133747208165873,12,0,0,0,1,https://www.baseball-reference.com/boxes/OAK/OAK202206010.shtml,2022-06-01 12:37:00,13938.0,0.008689877494233316,0.0006154405534005678
12370,0,Chase Field,0,2.0264562901773027,-1.4790269853217983,ATL,-0.7154601494330516,-0.5534301277291199,0.46,-0.7649071780096691,ARI,-0.6345490308616984,-0.5957678133027228,0.4901960784313725,0.7268052032932852,-0.7276857833192146,-0.650536695478007,-1.4727357866982391,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-0.4751909983918569,12,0,0,0,1,https://www.baseball-reference.com/boxes/ARI/ARI202206010.shtml,2022-06-01 12:40:00,22837.2,0.008826547358974231,0.00013962546777255552
12895,0,Progressive Field,1,0.7052054968048862,0.3028924114541451,KCR,-0.9927179853402732,-0.3495257212757195,0.3333333333333333,-1.1511698775807713,CLE,-0.792908804051973,-0.6773698211751125,0.4666666666666667,0.7268052032932852,-1.7017439910677297,-1.5151941458939897,-1.089090334216659,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.0356102453905314,13,0,0,0,1,https://www.baseball-reference.com/boxes/CLE/CLE202206010.shtml,2022-06-01 13:10:00,16469.4,0.008572454713575754,-0.0008650735218442027
25417,0,Citi Field,1,-0.1441700132202385,0.3028924114541451,WSN,-0.9135014607953528,-0.3087448399850395,0.3529411764705882,-0.7649071780096691,NYM,-0.2782395411835807,-0.962976848728476,0.6666666666666666,1.9038267401707964,0.2463724244293002,1.0787782053539583,-1.089090334216659,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.0609309396493819,13,0,0,0,1,https://www.baseball-reference.com/boxes/NYN/NYN202206010.shtml,2022-06-01 13:10:00,24718.8,0.007875431164268396,0.0010743626640780256
22719,0,Coors Field,1,-1.5597958632621132,-0.2910807208045027,MIA,-0.8342849362504323,-0.5534301277291199,0.425531914893617,0.3938809207036373,COL,-0.7533188607544044,-0.554966809366528,0.4489795918367347,-0.4502163335842259,-0.2406566794449572,-0.650536695478007,-1.85638123917982,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.8871110072415102,16,1,0,0,0,https://www.baseball-reference.com/boxes/COL/COL202206012.shtml,2022-06-01 16:55:00,32542.2,0.007635060720094469,0.0010988346957383484
39324,0,Dodger Stadium,1,0.2333302134575946,-0.0930896767182867,PIT,-0.794676673977972,-0.5534301277291199,0.4375,0.7801436202747395,LAD,-0.3178294844811493,-1.003777852664671,0.673469387755102,-0.8425568458767296,-1.214714887193472,-1.0828654206859984,-0.3217994292534983,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,2.4452943334903248,17,0,1,0,0,https://www.baseball-reference.com/boxes/LAN/LAN202206010.shtml,2022-06-01 17:10:00,47516.8,0.005737704099443373,0.0038066835118827766
22213,0,Citizens Bank Park,1,0.8939556101438028,-0.6870628089769346,SFG,-0.5570271003432107,-0.7981154154732004,0.5625,1.1664063198458416,PHI,-0.792908804051973,-0.4733648014941383,0.42,-2.019578382754241,-0.7276857833192146,-0.650536695478007,0.4454914757096622,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.4649157741698605,18,0,1,0,0,https://www.baseball-reference.com/boxes/PHI/PHI202206010.shtml,2022-06-01 18:05:00,35094.8,0.012005225393267259,0.004976830474447175
33398,0,Wrigley Field,1,-1.3710457499231965,-0.0930896767182867,MIL,-0.3589857889809094,-0.8796771780545606,0.6274509803921569,-0.3786444784385669,CHC,-0.8324987473495417,-0.4733648014941383,0.4081632653061224,0.3344646910007815,-1.7017439910677297,-0.650536695478007,-1.089090334216659,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,1.0485112689945344,19,0,1,0,0,https://www.baseball-reference.com/boxes/CHN/CHN202206010.shtml,2022-06-01 19:05:00,36456.8,0.009809986514699841,-0.0030953573843527852
8400,0,Oriole Park at Camden Yards,1,1.648956063499469,0.1049013673679291,SEA,-0.794676673977972,-0.5126492464384399,0.4285714285714285,0.3938809207036373,BAL,-0.792908804051973,-0.4325637975579435,0.4117647058823529,-0.4502163335842259,0.2463724244293002,-1.0828654206859984,-1.85638123917982,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.7638318890761924,19,0,1,0,0,https://www.baseball-reference.com/boxes/BAL/BAL202206010.shtml,2022-06-01 19:05:00,12786.4,0.008364510557042975,4.562455653284184e-06
20634,0,Globe Life Field,0,-0.1441700132202385,-1.4790269853217983,TBR,-0.5174188380707504,-0.7981154154732004,0.5714285714285714,-0.7649071780096691,TEX,-0.674138974159267,-0.6773698211751125,0.5,0.7268052032932852,-1.7017439910677297,-1.0828654206859984,-1.4727357866982391,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-0.4791870529334436,19,0,1,0,0,https://www.baseball-reference.com/boxes/TEX/TEX202206010.shtml,2022-06-01 19:05:00,26220.6,0.008369476313055567,-0.00021366059445716132
23312,0,Rogers Centre,0,-0.5216702398980718,0.1049013673679291,CHW,-0.7154601494330516,-0.6757727716011602,0.4893617021276595,-0.3786444784385669,TOR,-0.5157792009689925,-0.8405738369198916,0.5833333333333334,2.2961672524633,-0.7276857833192146,-1.0828654206859984,-1.089090334216659,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.0872512346689631,19,0,1,0,0,https://www.baseball-reference.com/boxes/TOR/TOR202206010.shtml,2022-06-01 19:07:00,16302.8,0.008404360064604304,0.0009288742099636637
30219,0,Fenway Park,1,-1.6541709199315715,0.1049013673679291,CIN,-0.953109723067813,-0.3903066025663996,0.3541666666666667,0.3938809207036373,BOS,-0.7137289174568358,-0.554966809366528,0.46,-0.8425568458767296,-1.7017439910677297,-1.5151941458939897,-0.3217994292534983,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.7636367337232064,19,0,1,0,0,https://www.baseball-reference.com/boxes/BOS/BOS202206010.shtml,2022-06-01 19:10:00,35497.4,0.005836390972056607,0.001877630146817861
13211,0,Comerica Park,1,-0.1441700132202385,-0.0930896767182867,MIN,-0.4382023135258299,-0.7981154154732004,0.5882352941176471,-0.3786444784385669,DET,-0.8720886906471103,-0.4325637975579435,0.3877551020408163,0.3344646910007815,-0.2406566794449572,-1.5151941458939897,-1.85638123917982,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.452464770887793,19,0,1,0,0,https://www.baseball-reference.com/boxes/DET/DET202206010.shtml,2022-06-01 19:10:00,16043.6,0.00822030577749704,0.0001039667590749714
30518,0,Yankee Stadium III,1,0.2333302134575946,-0.6870628089769346,LAA,-0.5570271003432107,-0.7165536528918403,0.54,-2.309957976294078,NYY,-0.2782395411835807,-1.0445788566008658,0.6938775510204082,0.3344646910007815,-1.214714887193472,-0.2182079702700156,-0.7054448817350786,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,1.5141799502318507,13,0,0,0,1,https://www.baseball-reference.com/boxes/NYA/NYA202206021.shtml,2022-06-02 13:05:00,40034.6,0.005202005462085019,0.00018358063283781755
17097,0,Globe Life Field,0,-0.1441700132202385,-1.4790269853217983,TBR,-0.4778105757982901,-0.7981154154732004,0.58,0.3938809207036373,TEX,-0.674138974159267,-0.6365688172389176,0.4897959183673469,-0.4502163335842259,-1.214714887193472,-1.0828654206859984,-1.4727357866982391,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-0.4791870529334436,13,0,0,0,1,https://www.baseball-reference.com/boxes/TEX/TEX202206020.shtml,2022-06-02 13:05:00,29372.0,0.00836986004338771,-0.00021358871649451591
17972,0,Comerica Park,1,-0.899170466575905,-0.4890717648907186,MIN,-0.4382023135258299,-0.7573345341825204,0.5769230769230769,-0.7649071780096691,DET,-0.8324987473495417,-0.4325637975579435,0.4,0.7268052032932852,0.7334015283035576,-1.0828654206859984,-1.85638123917982,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,regular,2022,-1.452464770887793,13,0,0,0,1,https://www.baseball-reference.com/boxes/DET/DET202206020.shtml,2022-06-02 13:10:00,16512.0,0.007626343591432487,0.001496975802314357
25250,0,Rogers Centre,0,-0.5216702398980718,-1.4790269853217983,CHW,-0.7154601494330516,-0.6349918903104801,0.4791666666666667,-0.7649071780096691,TOR,-0.4761892576714239,-0.8405738369198916,0.5918367346938775,2.688507764755804,-0.7276857833192146,-0.650536695478007,-1.089090334216659,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-1.0872512346689631,15,1,0,0,0,https://www.baseball-reference.com/boxes/TOR/TOR202206020.shtml,2022-06-02 15:07:00,15932.4,0.008259068709592525,0.0008395456827267627
12799,0,Great American Ball Park,1,-0.0497949565507802,-0.0930896767182867,WSN,-0.9135014607953528,-0.2679639586943594,0.3461538461538461,-1.1511698775807713,CIN,-0.9512685772422476,-0.3509617896855539,0.3469387755102041,-0.4502163335842259,-1.214714887193472,-1.0828654206859984,-1.089090334216659,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-0.9936536630512128,18,0,1,0,0,https://www.baseball-reference.com/boxes/CIN/CIN202206020.shtml,2022-06-02 18:40:00,19795.4,0.008098638220129996,0.0005240124650439493
8202,0,loanDepot park,0,-0.1441700132202385,-1.4790269853217983,SFG,-0.5570271003432107,-0.7573345341825204,0.5510204081632653,-0.3786444784385669,MIA,-0.8324987473495417,-0.5141658054303332,0.4166666666666667,-0.4502163335842259,-0.7276857833192146,-1.0828654206859984,-1.85638123917982,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-2.578373586788434,18,0,1,0,0,https://www.baseball-reference.com/boxes/MIA/MIA202206020.shtml,2022-06-02 18:40:00,8603.0,0.007544926300335052,0.0010863447534787015
21451,0,American Family Field,1,0.1389551567881363,-0.4890717648907186,SDP,-0.4382023135258299,-0.8388962967638806,0.6,-1.1511698775807713,MIL,-0.357419427778718,-0.8405738369198916,0.6153846153846154,-0.8425568458767296,-0.2406566794449572,-1.9475228711019807,-0.7054448817350786,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,0.7760743740710466,18,0,1,0,0,https://www.baseball-reference.com/boxes/MIL/MIL202206020.shtml,2022-06-02 18:40:00,33173.8,0.009700744468755313,-0.00101270454370112
26594,0,Coors Field,1,-0.3329201265591552,0.1049013673679291,ATL,-0.6758518871605914,-0.5534301277291199,0.4705882352941176,0.3938809207036373,COL,-0.7137289174568358,-0.554966809366528,0.46,0.3344646910007815,-0.7276857833192146,0.2141207549379757,-1.4727357866982391,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.8871110072415102,18,0,1,0,0,https://www.baseball-reference.com/boxes/COL/COL202206020.shtml,2022-06-02 18:40:00,35716.4,0.009958614407024903,0.00258852032446998
30466,0,Wrigley Field,1,-0.2385450698896968,-0.0930896767182867,STL,-0.4778105757982901,-0.7981154154732004,0.58,1.1664063198458416,CHC,-0.792908804051973,-0.4733648014941383,0.42,0.7268052032932852,-1.214714887193472,-1.9475228711019807,-0.3217994292534983,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,1.0485112689945344,19,0,1,0,0,https://www.baseball-reference.com/boxes/CHN/CHN202206020.shtml,2022-06-02 19:05:00,36855.4,0.007939280130815716,0.003806917794865759
33476,0,Yankee Stadium III,1,-0.2385450698896968,-0.2910807208045027,LAA,-0.5570271003432107,-0.6757727716011602,0.5294117647058824,-2.69622067586518,NYY,-0.2386495978860121,-1.0445788566008658,0.7,0.7268052032932852,1.2204306321778151,-0.650536695478007,-1.089090334216659,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,regular,2022,1.5141799502318507,19,0,1,0,0,https://www.baseball-reference.com/boxes/NYA/NYA202206022.shtml,2022-06-02 19:05:00,39116.6,0.006430936637995709,0.0006139263746629854
8817,0,Oriole Park at Camden Yards,1,0.1389551567881363,-1.0830448971493665,SEA,-0.794676673977972,-0.4718683651477598,0.42,-0.3786444784385669,BAL,-0.7533188607544044,-0.4325637975579435,0.4230769230769231,0.3344646910007815,0.2463724244293002,-1.5151941458939897,-2.2400266916614,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.7638318890761924,19,0,1,0,0,https://www.baseball-reference.com/boxes/BAL/BAL202206020.shtml,2022-06-02 19:05:00,13959.4,0.008364510557042975,4.562455653284184e-06
48018,0,Dodger Stadium,1,-0.5216702398980718,-0.2910807208045027,NYM,-0.2401610021635287,-0.9612389406359207,0.6730769230769231,2.325194418559148,LAD,-0.3178294844811493,-0.962976848728476,0.66,-1.2348973581692333,-0.7276857833192146,-0.2182079702700156,0.4454914757096622,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,2.4452943334903248,19,0,1,0,0,https://www.baseball-reference.com/boxes/LAN/LAN202206020.shtml,2022-06-02 19:10:00,48446.0,0.006323929596608694,0.003600698315862565
32482,0,Wrigley Field,1,1.082705723482719,1.0948565877990089,STL,-0.4778105757982901,-0.7573345341825204,0.5686274509803921,-0.3786444784385669,CHC,-0.7533188607544044,-0.4733648014941383,0.4313725490196078,1.119145715585789,-1.214714887193472,-1.5151941458939897,-0.3217994292534983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,1.0485112689945344,13,0,0,0,1,https://www.baseball-reference.com/boxes/CHN/CHN202206030.shtml,2022-06-03 13:20:00,36989.0,0.009144574532466412,-0.0018251313912437362
19032,0,Great American Ball Park,1,0.9883306668132612,-0.2910807208045027,WSN,-0.9135014607953528,-0.2271830774036793,0.3396226415094339,-1.537432577151873,CIN,-0.9116786339446789,-0.3509617896855539,0.36,0.3344646910007815,-1.214714887193472,-0.650536695478007,-1.089090334216659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-0.9936536630512128,18,0,1,0,0,https://www.baseball-reference.com/boxes/CIN/CIN202206030.shtml,2022-06-03 18:40:00,21100.8,0.008007082199517039,0.000784622575643945
37336,0,Coors Field,1,-0.2385450698896968,-0.0930896767182867,ATL,-0.6362436248881311,-0.5534301277291199,0.4807692307692308,0.7801436202747395,COL,-0.7137289174568358,-0.5141658054303332,0.4509803921568627,-0.4502163335842259,0.2463724244293002,-0.2182079702700156,-1.089090334216659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.8871110072415102,18,0,1,0,0,https://www.baseball-reference.com/boxes/COL/COL202206030.shtml,2022-06-03 18:40:00,39560.6,0.008712476263107723,-0.00046604637808438993
6512,0,loanDepot park,0,-0.2385450698896968,-1.4790269853217983,SFG,-0.5570271003432107,-0.7165536528918403,0.54,-0.7649071780096691,MIA,-0.792908804051973,-0.5141658054303332,0.4285714285714285,0.3344646910007815,-1.214714887193472,-1.5151941458939897,-1.4727357866982391,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-2.578373586788434,18,0,1,0,0,https://www.baseball-reference.com/boxes/MIA/MIA202206030.shtml,2022-06-03 18:40:00,8006.0,0.00898940263043851,0.0004920249764177437
17852,0,RingCentral Coliseum,1,-1.18229563658428,1.292847631885225,BOS,-0.6758518871605914,-0.5534301277291199,0.4705882352941176,0.3938809207036373,OAK,-0.8324987473495417,-0.3101607857493591,0.3773584905660377,-1.2348973581692333,-1.7017439910677297,-1.5151941458939897,-0.3217994292534983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.2133747208165873,18,0,1,0,0,https://www.baseball-reference.com/boxes/OAK/OAK202206030.shtml,2022-06-03 18:40:00,19221.4,0.005889085712247043,0.00493608060026741
25378,0,Globe Life Field,0,-0.1441700132202385,-1.4790269853217983,SEA,-0.7550684117055119,-0.4718683651477598,0.4313725490196078,0.3938809207036373,TEX,-0.674138974159267,-0.5957678133027228,0.48,-0.8425568458767296,-0.7276857833192146,-1.5151941458939897,-1.4727357866982391,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-0.4791870529334436,19,0,1,0,0,https://www.baseball-reference.com/boxes/TEX/TEX202206030.shtml,2022-06-03 19:05:00,30853.0,0.008369476313055567,-0.00021366059445716132
16444,0,PNC Park,1,0.2333302134575946,0.3028924114541451,ARI,-0.6362436248881311,-0.5534301277291199,0.4807692307692308,-0.3786444784385669,PIT,-0.7533188607544044,-0.554966809366528,0.4489795918367347,1.119145715585789,-0.7276857833192146,-1.5151941458939897,-1.85638123917982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-1.4981412546138186,19,0,1,0,0,https://www.baseball-reference.com/boxes/PIT/PIT202206030.shtml,2022-06-03 19:05:00,13450.6,0.008361952513217565,3.990970369607396e-06
